prompt_id,split,category,source_row,field,n_tokens,distinct_tokens,repeated_4gram_fraction,top20_token_share,text_sha256
human-01630,human_context,information_extraction,14661,context,363,203,0.011111,0.393939,f99db307be369600c7851d53f058dfb4292fd56119b0105db7a222f04f60988d
human-01631,human_context,closed_qa,10640,context,230,142,0.008811,0.417391,a5f45596dbac4c4400be43ece84d99a018d5f1c40a574766135f732015841724
human-01632,human_response,information_extraction,6251,response,212,103,0.057416,0.566038,e4182151a8f0b41dacd48be6cfe18ad6d1094656319556a1abcbcde3cac8b6d9
human-01633,human_context,summarization,9005,context,431,186,0.042056,0.457077,d3e784bc11e64fadb0ce019b9606366f02934c844c0474373d51e3d661c10d2a
human-01634,human_context,summarization,4616,context,336,139,0.042042,0.535714,36ab1d95b426c1cbecc0995b584cc7d357be3610965e1b06b05b294fd463dc39
human-01635,human_response,general_qa,4155,response,330,123,0.018349,0.545455,aa84ee987ba25e43b4cf8afeb2a50b49f999284a7cd3cd28824535acbd686876
human-01636,human_context,information_extraction,4629,context,248,134,0.008163,0.443548,f0cda9004824678df1e2356083213be5bc0008e4b44ca1a30579a4e19bc12e39
human-01637,human_context,closed_qa,12212,context,132,85,0.0,0.44697,d606775e376e7ba87872ac906c234145b268296113d4403a4e79099270ef71ae
human-01638,human_response,general_qa,1326,response,200,114,0.0,0.455,00d8adf26b43b5500475f0d79be802becdc0ae81ee539d11d4c6fbac90560b9a
human-01639,human_context,summarization,10305,context,266,149,0.038023,0.394737,3d7f484ee06ed70e8b541eacf695f042cdd2cd2789b2777f63fb2ec10ac42823
human-01640,human_context,closed_qa,3162,context,241,149,0.004202,0.385892,79e8459b9b101da0671a45d4125067c981d65ad9404449679507f8d6c73981d2
human-01641,human_context,closed_qa,10235,context,199,122,0.005102,0.422111,8f4ef467c4088f17980a9f3a657031eec4831fd9c6cb32fbdd68d9ac823110e5
human-01642,human_response,brainstorming,579,response,205,126,0.00495,0.439024,df9da26296a7dd79638c47dba0d36d48e1cdc3d9d3b7fcd35d20e3b261e48cc4
human-01643,human_response,open_qa,4793,response,207,129,0.0,0.458937,2c71432cf1fb3499e83115db347d6986fc215a53c954580f33757a9a269f8c49
human-01644,human_response,general_qa,13955,response,141,105,0.014493,0.397163,0c3bb20b5787b30c45e4df2fe0a8e7266fee365cca704bfecd9f10941828df09
human-01645,human_response,open_qa,3057,response,207,60,0.215686,0.797101,407a16ebc26414c472b49e4abf473e855149176ae6bc5bd5ce524bc899238fe1
human-01646,human_context,summarization,79,context,191,111,0.010638,0.481675,df119f71d45c2a09930cd445f5bc84fb8a54912f526cad4016cd7039cd299c5d
human-01647,human_context,closed_qa,4027,context,326,183,0.024768,0.411043,5d7b6a27759b40cf88cda813e9caa2a9204b282ec13ff746db35e1db4cb3e2d1
human-01648,human_response,closed_qa,7460,response,138,81,0.0,0.463768,37d1cf123894d324b63c05b8a00c3449bebf7ab822a94b44555eb3dad673e8fe
human-01649,human_context,information_extraction,4234,context,319,182,0.006329,0.416928,4df830d23f3231ca723247849b9733378ed082ce850a651449e1367cd2e83753
human-01650,human_context,information_extraction,12185,context,541,141,0.236059,0.704251,48dcb9cf53b3c5e2ff15dc8a23d5540998dc2b4703d849585d001b0c7667867e
human-01651,human_response,creative_writing,4689,response,357,190,0.014124,0.442577,95b901405383bc4eef0d96414e4a70c25633dce25f6e8120fa12633c228e52fa
human-01652,human_response,general_qa,150,response,208,114,0.0,0.451923,b3633894486c71fc0650287f610155e12295e26d6d78144be17ce7c9fd59bf3f
human-01653,human_response,summarization,9844,response,192,123,0.0,0.442708,8fde3cabee3f29892e1dd0331d8c6985db26e8177e2ad8147be2506907e9d03d
human-01654,human_response,open_qa,58,response,268,130,0.030189,0.455224,0fce57d313f7472560a3f3b78f5fbdc16bbeaaf374fe5863b4d4637a40350763
human-01655,human_context,summarization,14092,context,521,286,0.023166,0.309021,806995a5d62afc0a6365bf4ad2f88ffbb17f1f840aa44aa033cd2cea700b170a
human-01656,human_context,closed_qa,9452,context,193,113,0.005263,0.455959,cfe2ce427db0f7a172a9ffa3588417b9712d8f1297ba0f54bde0a4097551a193
human-01657,human_response,information_extraction,6723,response,186,114,0.021858,0.467742,110d1008c8fe2c4650177864a2f9d3baa299cbf3bd079e8efb9d486fe6f447a5
human-01658,human_context,summarization,2553,context,197,132,0.030928,0.380711,2e5179ac3e6122b723b674423ce9e21243967c7812dd0e6ef990c818cc8f0c04
human-01659,human_context,closed_qa,12383,context,193,100,0.031579,0.507772,42f393d37bf600bde427b60aaf27eb37d3dfdf832a1fa80499669245ce74f738
human-01660,human_response,open_qa,14588,response,694,317,0.001447,0.391931,2f9676608306047dcf52d74306a813dffe2cb65e97408cf426c2fa7d37cc2029
human-01661,human_context,summarization,12632,context,189,115,0.021505,0.455026,635e146a7176f71a720c9a179c0ca19c1dbcd736317d82ad051a7a0a13865e30
human-01662,human_context,information_extraction,1745,context,203,112,0.04,0.46798,82e3ac2ad6c808d6b76155b77459d81555a1334ffda839406654ddf6ad1e2662
human-01663,human_response,brainstorming,1978,response,148,90,0.006897,0.527027,117e25870bebf46642eafe00f2f3e0691974989fbf26c5de3ae8202430f80755
human-01664,human_response,general_qa,528,response,147,86,0.020833,0.482993,2bb440ef5fb15d7285056467d4c400d130e25c56e3c6fa9819ddf8caf444f481
human-01665,human_context,closed_qa,5444,context,533,290,0.009434,0.375235,b049a15258c533aced87404b7da7777c0dea2a7c2743b3afd04b4abd1a8eedcf
human-01666,human_response,information_extraction,12800,response,662,129,0.350531,0.521148,58d32264960f0388d7af9982dbd1d233c8e9d51ccb09235bd4cfa156eff1b20f
human-01667,human_context,closed_qa,789,context,945,399,0.045648,0.422222,eb83c14561cd1110375e50fee6ccb69aede3dfac1f1dc3f156eef29571475ca1
human-01668,human_response,closed_qa,6329,response,148,93,0.013793,0.486486,e4504f38a5c60e491e345a1372487f16e8dff1ebfb3d501d45997394227caffd
human-01669,human_context,closed_qa,12861,context,167,98,0.018293,0.497006,d764bd6cd568de6a1c1a020f0d870c357e8f500ea27221a204173376d6b54686
human-01670,human_response,open_qa,8581,response,161,91,0.012658,0.47205,87382398cfec54e34433569ce7a4d68bea7ec768896503a572d1b2ca05e45cfe
human-01671,human_context,information_extraction,12306,context,195,124,0.026042,0.389744,ca127ea8180035db5e343a917303c3340f077b3112ca76d36f866b5bc6dff7d9
human-01672,human_context,summarization,12090,context,627,286,0.025641,0.401914,9e14926f6a9abe5fbb03db675372bd1d95541a1e0fdbeccd1dd80df03191bea2
human-01673,human_context,summarization,7476,context,242,117,0.020921,0.475207,59cc67277063679aba7f15a8fed23a802e1524778216eed60fefb2e66351856a
human-01674,human_context,closed_qa,10528,context,236,149,0.008584,0.360169,31767af1e2ba1aab5b0950cb28d71c4b1a3df48d78d95d9da1a906ed007e9d32
human-01675,human_response,general_qa,7435,response,220,124,0.004608,0.422727,8ea73e183cd05e64af2d1fdd7d5b2e389b6b8d8cdb4791a8825c53466b355aec
human-01676,human_context,closed_qa,3037,context,535,252,0.073308,0.401869,400315767e2bd3c2f051df5d984c04df424e34e0fcf4c92fd31e2d0d8a546cdd
human-01677,human_response,general_qa,1167,response,392,205,0.007712,0.395408,58eb000e2426edfbc1838167cf37f79bab4fd19453c05204e8a7b6edb795d3e6
human-01678,human_context,closed_qa,14824,context,230,150,0.017621,0.334783,7ee612009be71010b041366e5880249113f107b2fa166f51b01168d47cb9673d
human-01679,human_response,brainstorming,5065,response,324,197,0.012461,0.364198,72f068ac1f78a8da684eeb823ec406dc6d646fa5d438ed14fc2a84056eed9f65
human-01680,human_response,general_qa,12073,response,550,314,0.005484,0.352727,71c7a8efa80a8287ac6b3ea7dd971767397cd68c74793d482b6f50bb15837233
human-01681,human_response,general_qa,2081,response,456,229,0.02649,0.432018,5971d1c17961f2215dd94bb93ac9a682fa42da6a09948fe252d7b439f85875e2
human-01682,human_context,information_extraction,6389,context,190,99,0.048128,0.526316,abe4b02111ce3f2179e6b10e91ba119c6a017ceaeda2213e183e8ca2a5b430e8
human-01683,human_context,information_extraction,4535,context,1098,465,0.021005,0.378871,e938d25129278a91839b58e0d512bb5ac3cc829630696d7abec9569a1067d8bb
human-01684,human_response,general_qa,10127,response,444,226,0.011338,0.387387,192de357ca2fb6a4e695a9dc8a85ee2c0624bdc6b7a78412443c4462172af24d
human-01685,human_context,closed_qa,11151,context,359,173,0.02809,0.470752,6ad6e808c71fad983c4b1d53d44ba322e87b07a5b3ed77d25b9abd8d2ce217de
human-01686,human_response,general_qa,8196,response,171,109,0.0,0.450292,1b57df8d7e42a3a87a83a8ab7faae01ebd8b5cd3105d69f7a01814e5fd2ec074
human-01687,human_response,open_qa,11964,response,271,140,0.003731,0.428044,5380aab83d8d9f5cc390a6816e944376c29255fb489f1bf06498dc370d1b362e
human-01688,human_response,information_extraction,7179,response,242,144,0.004184,0.454545,d9ced3519ef15326759e18d98e1c230cdc36591876963d8199c891d85a17ed25
human-01689,human_response,creative_writing,6050,response,293,167,0.017241,0.409556,aba986ad0bc464ebca0b32b411a610b6f940834da0b12db0acd3a3f2ee75070a
human-01690,human_context,summarization,7384,context,170,129,0.0,0.358824,9146ec421257a9e6c92b01bce2f58456e46a6399076c765e3a0311c690b9f4c7
human-01691,human_response,general_qa,5677,response,159,87,0.032051,0.515723,d2efdb18e5693250ee9cfa6b323f1968e25070fe6819c3b8b701e8f91e708315
human-01692,human_response,open_qa,2144,response,437,196,0.085253,0.466819,973464f2a8d567b3283fe086327062be9dc79d515da4803ba20fa443599d35e3
human-01693,human_context,summarization,10990,context,351,168,0.014368,0.461538,f64abf71477f8a9b99440fc96e8248d3a66c5f45e50b63b82912de82f4f7cb2a
human-01694,human_context,summarization,2035,context,625,292,0.014469,0.4048,8f65c8d54b9dff596b57a030361dcdd2af239efb2d07a830904c0f0a922b1a28
human-01695,human_context,closed_qa,486,context,470,197,0.072805,0.470213,7a9164e2d4f59b797c0faa4043bde631ed2712893f5b19902420617bb4d780ac
human-01696,human_context,information_extraction,4359,context,236,127,0.0,0.508475,068d5c873811772390f167c478ed2ab15dc806480a265a8739fc19e697f02f51
human-01697,human_response,creative_writing,11313,response,294,186,0.0,0.363946,d6e19442ef3dac7c5ce2973ffe2d8ef648949138c10475bf0257af23a3c4b441
human-01698,human_response,open_qa,3956,response,141,92,0.0,0.489362,f212d6b4a3aca8e1cd443ad8265702b1aa4a0bfcf58550fa5c836dd1ccf90e08
human-01699,human_context,closed_qa,7457,context,129,66,0.039683,0.643411,7e12792872c58a516518d5ebbf4872aa2b40b6929b961a5de0285bbb78b25f71
human-01700,human_response,classification,2608,response,351,165,0.014368,0.424501,182c441b1e7c93e0c3975d47423097a61ac5b60c6532b63d38c8d1984e009d15
human-01701,human_response,open_qa,3720,response,197,48,0.0,0.857868,00bab0d065c58e581f52c6fb3415aa91b4de5fa193a78b8fe71b04b1c5909156
human-01702,human_response,open_qa,14427,response,140,77,0.014599,0.55,efc22d0f2bcbfdc9854b3f6b9a0900e574c5958aa4a7fc2d8a19d19ad06688f2
human-01703,human_response,creative_writing,10913,response,172,121,0.0,0.366279,5b08cde6495bf64730e4fc4bd2d47986caecc172a5fb7e8edfebdc55b5b15571
human-01704,human_response,brainstorming,2114,response,135,80,0.0,0.518519,229f96879dfffc1c69b229b700b6cb4f1549a28bd8f9f43f2771b6ca2a94df3a
human-01705,human_context,information_extraction,8695,context,511,260,0.01378,0.446184,91f3c760f5f4464811feee8a1944792f96f044dd04c9777d4e264d7dcd1ad477
human-01706,human_context,summarization,700,context,451,200,0.066964,0.445676,bc81e6388d12749784a895654b9c8fd87a884e33be43c315c11d7770a4bf5ddc
human-01707,human_context,closed_qa,672,context,139,110,0.007353,0.352518,e2bbe244956d9dcb087be6766581cc81ae3cd75c4a9890b07794f49db570770f
human-01708,human_response,general_qa,11861,response,154,100,0.019868,0.448052,e61bac1ab9073c65dc9d8dae0528d6dc4194a68b414b590d301e1ac87a0d3acc
human-01709,human_context,information_extraction,8372,context,184,89,0.01105,0.548913,3a2361bdf8b60d1a277f290563fb0ccb00ac23ecc636c1e253c0bed71a520a95
human-01710,human_response,closed_qa,8108,response,603,266,0.051667,0.442786,749174a122095d3e6ec5c4734314a66b5f0355f89642e03559fbe0fb777c9a7d
human-01711,human_response,general_qa,3394,response,173,102,0.029412,0.427746,bb905704828f08390317ac409e9b87b92ddbfe0a529085b29f1040856c0eb3c6
human-01712,human_response,brainstorming,8671,response,144,92,0.0,0.430556,60fb412e8fbcff2791af755e8543e61ee129cbcd8b685e67a52c7e9eb5f4487e
human-01713,human_context,summarization,9068,context,201,123,0.010101,0.447761,68106684032946c5860ae10400a49ffcd5a88340b1eb2b478ea5252516e25e02
human-01714,human_response,general_qa,8728,response,280,153,0.021661,0.385714,99c7275b263cea25dd5c11e9204d474ffc5f0baa803e039b605ad23c1fe99d4b
human-01715,human_response,open_qa,10463,response,367,161,0.019231,0.463215,0a925111219db9dcfa85543eade97bb6ece8bed42f2bb63e03300e71ae230052
human-01716,human_context,summarization,1443,context,135,73,0.05303,0.6,12072566293bfeb181e99e4eb1f53a343c3d51e8f11b5efe444c96aa4a9a5e6b
human-01717,human_context,summarization,9240,context,144,92,0.042553,0.444444,926f7b3e5412089b6f5a29a6fa0e6e6b6297638c7e8c8ad771cb86bcb1372f2e
human-01718,human_response,summarization,14644,response,185,111,0.0,0.47027,653a2dcf26c79d11f1723dbaa8dadeac91cf10680e04375ed31e8e3dc4c96b6f
human-01719,human_context,summarization,3581,context,596,244,0.084317,0.412752,9b7dfd65f2d87567ae93945ff96ff7b85ecbf0440e54124b66921776eae9233f
human-01720,human_response,open_qa,6337,response,138,79,0.044444,0.536232,9d10ed6cceaea45a7976fb06b13d3862c214adc7bb3176d4c97cb27ae5ba6b86
human-01721,human_response,general_qa,9800,response,197,123,0.0,0.431472,465fd78a7d1e1038f80862f257e64e87f81d840faf2d95d53398f911d737259b
human-01722,human_context,information_extraction,10332,context,243,90,0.029167,0.609053,b4eb949ad49ec5ab5da3a281617695e995d39bfd21e6a6055ce623b00cc63209
human-01723,human_context,information_extraction,7733,context,172,95,0.005917,0.523256,0e8acce416cc17663da3bc60f0f1b4d31568a76b775328691b7b7131364086b1
human-01724,human_context,summarization,10496,context,363,207,0.002778,0.407713,0dbc34c8768abceb0defa3212c7a20e4b697324911ab1f4448035fe02137f248
human-01725,human_context,closed_qa,5339,context,307,157,0.013158,0.410423,8c58555015b1da089ee003eabce750c9c6ec484b5236900b663a7d3a61512cd6
human-01726,human_response,general_qa,8741,response,142,98,0.0,0.450704,43fd7860600c2560dfec131cb13b602cbef02e74c775986588a332144b7e8465
human-01727,human_context,closed_qa,4239,context,221,134,0.055046,0.425339,ae1445016048b5875af36b82b6687765ddaea0115b02843124fc5b94d71acc36
human-01728,human_response,creative_writing,10757,response,158,112,0.0,0.367089,1ef4f0e0763c0b353d892b38073e11e4d50b5475a215edebb909fcb3a785173a
human-01729,human_context,summarization,4412,context,211,137,0.0,0.383886,8dff1d3208fbce4ce36c7c185f27051fe0d3094c8e3a3e3af482ac2ac8e8caa7
human-01730,human_context,information_extraction,881,context,629,308,0.035144,0.399046,b00c76855712afbc18600255eb001a5daeb7c74ec34fff89ce0a211d87d40fdd
human-01731,human_context,information_extraction,12075,context,238,131,0.008511,0.44958,c7db4af9d6f044db02ee1df96806d7b2f98dd1ea69f0a82f13475b21ab5df01a
human-01732,human_context,information_extraction,3818,context,176,119,0.0,0.392045,7a61854f2f719773bb9e954eeb9712171611e515f046caf97c223d247ee59350
human-01733,human_context,closed_qa,4091,context,227,122,0.035714,0.453744,4539edfae86e52a5af313ea00acc626c4d8fc39e37eaa11d1f85bc9fedff66e4
human-01734,human_context,closed_qa,9244,context,180,83,0.124294,0.588889,918f4fee61050e2871d7c03d1f90719e866dc6833ece0c9ee44c39f7d5dd9fb9
human-01735,human_response,information_extraction,12914,response,258,95,0.25098,0.565891,49ee8756fa3b03de02c6df9323e0371c6a6f5b7e2cc31a644997a538dbe1205f
human-01736,human_response,general_qa,7762,response,178,81,0.011429,0.61236,8be0faef5b593e8b6bec59b16d23f88874dfe785948b2029b9861f065473fdf0
human-01737,human_context,closed_qa,3879,context,408,173,0.118519,0.473039,0db9c4349d04a66b0ff50be7d7f4487f2d8b86fcd21fb668d269892fd921e6ad
human-01738,human_context,summarization,4858,context,137,108,0.0,0.357664,d5b562e14ff50cce409cb16e738dc269554969a2294b241243efd5f0e4cca1f4
human-01739,human_context,closed_qa,12254,context,141,101,0.0,0.425532,d5230c820f2855d99a656d842e946f14e8230add01da1d8a071caa450d7ed242
human-01740,human_response,brainstorming,7922,response,151,98,0.0,0.476821,db8b38af15e6b13df64f1c62621ffceca33e7f93120f82cb0b60f09cce5a470e
human-01741,human_response,general_qa,8611,response,322,170,0.015674,0.419255,4df244b2e49728c2466c65e00aca7aadb4f65fc702e266598762f9ac1fc6c1d6
human-01742,human_response,general_qa,6193,response,254,131,0.023904,0.452756,44376eaa4901e3928173858bdc21f65640f5983bbd900175cbb43db700b09e7a
human-01743,human_response,general_qa,7048,response,160,99,0.006369,0.45,3f846112b5ec1a316563986d9f74992bf310018e88386abdf9f551b836496202
human-01744,human_response,creative_writing,5099,response,242,156,0.012552,0.376033,0acffef5216d1abff9d30b897f5791723612b1432d3b4fadd225673017f4f8db
human-01745,human_response,open_qa,14622,response,137,90,0.0,0.481752,dd959b8381939363e1e4b7aa7d2760296a89b257f4fba5baac8c6b506eeba6ca
human-01746,human_response,general_qa,7036,response,170,91,0.041916,0.517647,71590856a4ceadfbcdb4cb5a4a4914d0b49f0eacc3949213d1c9a666c6115bb3
human-01747,human_context,closed_qa,2951,context,423,180,0.057143,0.458629,99804c939b5f9dc7723034b69f0a3a926d59c117ac4b86f8a9aee5a09383c7af
human-01748,human_context,summarization,8415,context,137,88,0.029851,0.452555,9f2573983361188acda3bc8251f2324d77f4c711d19d9c3a55175d432685e209
human-01749,human_context,closed_qa,10189,context,282,148,0.035842,0.450355,0a0b25110cb732705a65aae6aeeffac32a3de526cc32536ea8634cfedf41363a
human-01750,human_context,information_extraction,7522,context,445,248,0.00905,0.377528,ef60bb73829ffb6a8f9b334b14bcc99d62cac16842fc8167e493cf83c1bd3d9a
human-01751,human_response,general_qa,5283,response,154,97,0.0,0.487013,c70591d840fd05128ae4609c7b65720b457a454eb8a2c426ce0c0904043edd80
human-01752,human_context,closed_qa,9449,context,442,254,0.027335,0.377828,64d8fad9090f732bae52af0ff7b3913e4942085a8504e979505efabe5c1d73f6
human-01753,human_response,creative_writing,8154,response,759,310,0.026455,0.386034,fb48dd6c2e0339090585a309c94f2a8a496330116ee452f4a57ca49cb967a25a
human-01754,human_context,closed_qa,4826,context,243,173,0.004167,0.341564,550a53789cb18f1b5078207862caa3f5668ee731343177f54af9ab30aaf77ff2
human-01755,human_context,closed_qa,65,context,221,108,0.009174,0.538462,24e80cfae4bf10063ac5d7ceff8f6fe45c9acce427ff4d4aba3ce4b26ace46c6
human-01756,human_context,information_extraction,12692,context,144,83,0.007092,0.527778,2512044f4782bc30d9b141a73f4b7c916a2c5936fbc3b5a6065f0a5b06ef0e5b
human-01757,human_response,brainstorming,6685,response,185,86,0.027473,0.52973,84266c9f3d63effac24a11ff153cf02dfe9fccb941f99d1303d90ee28aa6a5f8
human-01758,human_context,information_extraction,12194,context,183,115,0.005556,0.453552,2098fcb95811559c9bc5ebde005efbf9bf6d6a44a79e8cf484c61e0da35d4ef1
human-01759,human_context,summarization,104,context,299,181,0.013514,0.397993,f6b2183bc13a5d1eda8b9560c577ea54a6db75b97483d03efb29de98a8c0199a
